STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
BIHAR,BETTIAH,2009,128,40,29,9,0,161,0
BIHAR,BHABHUA,2009,20,13,28,8,0,24,0
BIHAR,BHAGALPUR,2009,63,59,12,13,0,226,0
BIHAR,BHOJPUR,2009,9,9,34,42,0,68,0
BIHAR,BUXAR,2009,13,5,21,13,0,37,1
BIHAR,DARBHANGA,2009,59,15,33,0,0,70,6
BIHAR,GAYA,2009,19,30,36,42,0,58,0
BIHAR,GOPALGANJ,2009,39,27,38,5,9,132,0
BIHAR,JAMALPUR RLY.,2009,0,1,3,1,0,0,0
BIHAR,JAMUI,2009,31,11,11,29,0,45,0
BIHAR,JEHANABAD,2009,6,8,6,19,0,25,0
BIHAR,KATIHAR,2009,79,34,19,9,0,34,0
BIHAR,KATIHAR RLY.,2009,2,3,0,1,0,1,0
BIHAR,KHAGARIA,2009,18,10,9,10,0,27,0
BIHAR,KISHANGANJ,2009,32,80,4,25,0,36,0
BIHAR,LAKHISARAI,2009,13,13,10,4,0,9,0
BIHAR,MADHEPURA,2009,11,11,7,4,0,8,0
BIHAR,MADHUBANI,2009,61,33,34,121,0,111,0
BIHAR,MOTIHARI,2009,29,56,45,15,0,93,0
BIHAR,MUNGER,2009,11,14,20,12,0,40,0
BIHAR,MUZAFFARPUR,2009,166,42,72,11,0,206,0
BIHAR,MUZAFFARPUR RLY.,2009,2,3,0,1,0,1,0
BIHAR,NALANDA,2009,43,32,68,43,0,110,3
BIHAR,NAUGACHIA,2009,7,4,8,1,0,11,0
BIHAR,NAWADAH,2009,37,12,16,5,0,23,0
BIHAR,PATNA,2009,46,39,44,28,3,147,0
BIHAR,PATNA RLY.,2009,2,0,1,13,0,1,0
BIHAR,PURNEA,2009,62,6,11,3,0,19,2
BIHAR,ROHTAS,2009,12,14,35,38,0,36,0
BIHAR,SAHARSA,2009,21,21,11,39,0,13,0
BIHAR,SAMASTIPUR,2009,28,16,44,9,0,40,21
BIHAR,SARAN,2009,17,51,38,12,0,258,2
BIHAR,SHEIKHPURA,2009,3,4,6,14,0,16,0
BIHAR,SHEOHAR,2009,13,6,5,9,0,6,0
BIHAR,SITAMARHI,2009,70,30,21,9,0,100,0
BIHAR,SIWAN,2009,7,39,33,6,0,74,0
BIHAR,SUPAUL,2009,25,7,7,20,0,18,0
BIHAR,VAISHALI,2009,42,105,98,26,1,248,0
BIHAR,TOTAL,2009,1390,997,1029,704,13,2679,35
CHHATTISGARH,BALRAMPUR,2009,27,6,0,32,23,14,0
CHHATTISGARH,BILASPUR,2009,61,21,9,179,8,102,0
CHHATTISGARH,BIZAPUR,2009,3,1,1,10,0,1,0
CHHATTISGARH,DANTEWARA,2009,11,3,1,8,3,1,0
CHHATTISGARH,DHAMTARI,2009,37,1,0,64,8,16,0
CHHATTISGARH,DURG,2009,124,30,10,253,23,114,0
CHHATTISGARH,GRP RAIPUR,2009,2,1,0,2,0,1,0
CHHATTISGARH,JAGDALPUR,2009,82,20,0,69,1,16,0
CHHATTISGARH,JANJGIR,2009,30,5,7,104,15,75,0
CHHATTISGARH,JASHPUR,2009,56,4,1,60,4,10,0
CHHATTISGARH,KABIRDHAM,2009,22,4,5,70,2,19,0
CHHATTISGARH,KANKER,2009,22,10,0,43,2,10,0
CHHATTISGARH,KORBA,2009,34,6,5,49,7,32,0
CHHATTISGARH,KORIYA,2009,50,4,2,109,1,36,0
CHHATTISGARH,MAHASAMUND,2009,35,3,6,54,1,26,0
CHHATTISGARH,NARAYANPUR,2009,1,0,0,2,0,0,0
CHHATTISGARH,RAIGARH,2009,45,13,7,78,5,30,0
CHHATTISGARH,RAIPUR,2009,143,27,10,253,19,134,0
CHHATTISGARH,RAJNANDGAON,2009,61,2,5,74,8,40,0
CHHATTISGARH,SARGUJA,2009,123,13,2,148,1,64,0
CHHATTISGARH,TOTAL,2009,969,174,71,1661,131,741,0
GOA,NORTH GOA,2009,13,2,2,16,8,6,0
GOA,SOUTH GOA,2009,24,8,0,7,7,11,0
GOA,TOTAL,2009,37,10,2,23,15,17,0
GUJARAT,AHMEDABAD COMMR.,2009,40,122,10,63,20,768,0
GUJARAT,AHMEDABAD RURAL,2009,12,28,1,22,0,65,0
GUJARAT,AHWA-DANG,2009,2,0,0,3,0,3,0
GUJARAT,AMRELI,2009,5,23,1,26,3,116,0
GUJARAT,ANAND,2009,12,39,0,24,3,116,0
GUJARAT,BHARUCH,2009,14,16,0,27,4,65,0
GUJARAT,BHAVNAGAR,2009,22,60,0,41,74,137,0
GUJARAT,DAHOD,2009,9,23,0,26,0,20,0
GUJARAT,GANDHINAGAR,2009,8,11,2,16,3,90,0
GUJARAT,HIMATNAGAR,2009,10,43,0,61,0,204,0
GUJARAT,JAMNAGAR,2009,8,27,0,26,4,171,0
GUJARAT,JUNAGADH,2009,9,41,13,49,9,368,0
GUJARAT,KHEDA NORTH,2009,8,22,0,27,0,139,0
GUJARAT,KUTCH,2009,13,34,1,26,0,217,0
GUJARAT,MEHSANA,2009,4,47,2,25,0,185,0
GUJARAT,NARMADA,2009,6,7,0,2,0,10,0
GUJARAT,NAVSARI,2009,5,7,1,5,0,19,0
GUJARAT,PALANPUR,2009,21,36,0,33,1,133,0
GUJARAT,PANCHMAHAL,2009,7,28,0,33,3,70,0
GUJARAT,PATAN,2009,6,27,0,19,0,103,0
GUJARAT,PORBANDAR,2009,1,4,0,5,0,41,0
GUJARAT,RAJKOT COMMR.,2009,9,32,4,10,10,184,0
GUJARAT,RAJKOT RURAL,2009,17,41,3,47,4,265,0
GUJARAT,SURAT COMMR.,2009,24,47,17,21,6,102,0
GUJARAT,SURAT RURAL,2009,14,13,3,11,2,33,0
GUJARAT,SURENDRANAGAR,2009,13,23,0,35,0,63,0
GUJARAT,VADODARA COMMR.,2009,6,34,0,10,8,140,0
GUJARAT,VADODARA RURAL,2009,22,54,0,43,0,84,0
GUJARAT,VALSAD,2009,9,16,0,12,0,40,0
GUJARAT,W.RLY,2009,3,0,0,9,10,4,0
GUJARAT,TOTAL,2009,339,905,58,757,164,3955,0
HARYANA,AMBALA,2009,10,22,11,25,27,227,0
HARYANA,BHIWANI,2009,28,12,28,19,0,68,0
HARYANA,FARIDABAD,2009,42,49,28,45,585,157,0
HARYANA,FATEHABAD,2009,9,9,6,17,3,38,0
HARYANA,GRP,2009,2,0,7,3,111,0,0
HARYANA,GURGAON,2009,36,34,21,21,18,115,0
HARYANA,HISSAR,2009,16,31,12,18,9,127,0
HARYANA,JHAJJAR,2009,11,7,14,17,18,104,0
HARYANA,JIND,2009,7,6,14,2,18,31,0
HARYANA,KAITHAL,2009,18,9,9,13,0,136,0
HARYANA,KARNAL,2009,31,12,15,23,0,242,0
HARYANA,KURUKSHETRA,2009,21,5,15,28,20,120,0
HARYANA,MAHENDRAGARH,2009,20,11,8,18,0,36,0
HARYANA,PANCHKULA,2009,6,5,4,53,0,57,0
HARYANA,PANIPAT,2009,38,8,4,14,8,152,0
HARYANA,REWARI,2009,16,21,8,24,0,48,0
HARYANA,ROHTAK,2009,29,13,15,14,21,45,0
HARYANA,SIRSA,2009,17,6,9,17,0,102,0
HARYANA,SONIPAT,2009,13,20,16,22,12,88,0
HARYANA,YAMUNANAGAR,2009,16,12,7,10,0,133,0
HARYANA,TOTAL,2009,386,292,251,403,850,2026,0
HIMACHAL PRADESH,BILASPUR,2009,10,5,0,28,0,28,0
HIMACHAL PRADESH,CHAMBA,2009,14,20,1,22,0,11,0
HIMACHAL PRADESH,G.R.P.,2009,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2009,5,7,0,24,2,23,0
HIMACHAL PRADESH,KANGRA,2009,15,10,2,34,1,57,0
HIMACHAL PRADESH,KINNAUR,2009,8,3,0,4,0,4,0
HIMACHAL PRADESH,KULLU,2009,13,11,1,11,1,10,0
HIMACHAL PRADESH,LAHAUL-SPITI,2009,0,0,0,0,0,1,0
HIMACHAL PRADESH,MANDI,2009,15,6,1,56,2,29,0
HIMACHAL PRADESH,SHIMLA,2009,34,14,1,43,6,24,0
HIMACHAL PRADESH,SIRMAUR,2009,9,10,1,23,4,15,0
HIMACHAL PRADESH,SOLAN,2009,20,8,0,27,0,28,0
HIMACHAL PRADESH,UNA,2009,10,5,1,12,0,22,0
HIMACHAL PRADESH,TOTAL,2009,153,99,8,284,16,252,0
JAMMU & KASHMIR,ANANTNAG,2009,17,49,0,88,24,0,0
JAMMU & KASHMIR,AWANTIPORA,2009,8,10,0,23,2,0,0
JAMMU & KASHMIR,BARAMULLA,2009,15,74,1,167,36,0,0
JAMMU & KASHMIR,BORDER,2009,4,10,0,10,7,2,0
JAMMU & KASHMIR,BUDGAM,2009,6,54,0,87,14,0,0
JAMMU & KASHMIR,CRIME JAMMU,2009,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2009,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2009,4,20,0,13,3,1,0
JAMMU & KASHMIR,GANDERBAL,2009,12,29,0,80,7,0,0
JAMMU & KASHMIR,HANDWARA,2009,7,30,0,43,4,0,0
JAMMU & KASHMIR,JAMMU,2009,19,54,5,24,65,38,0
JAMMU & KASHMIR,KARGIL,2009,1,1,0,1,0,0,0
JAMMU & KASHMIR,KATHUA,2009,10,15,0,11,7,6,0
JAMMU & KASHMIR,KULGAM,2009,11,37,0,23,3,0,0
JAMMU & KASHMIR,KUPWARA,2009,20,40,0,61,7,0,0
JAMMU & KASHMIR,LEH,2009,3,4,0,3,0,1,0
JAMMU & KASHMIR,POONCH,2009,11,18,0,7,3,2,0
JAMMU & KASHMIR,PULWAMA,2009,0,39,1,35,4,1,0
JAMMU & KASHMIR,RAILWAYS,2009,1,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2009,22,27,2,23,2,7,0
JAMMU & KASHMIR,RAMBAN,2009,7,12,0,8,1,0,0
JAMMU & KASHMIR,REASI,2009,5,9,0,5,7,4,0
JAMMU & KASHMIR,SRINAGAR,2009,24,92,0,261,55,16,0
JAMMU & KASHMIR,UDHAMPUR,2009,11,8,0,17,13,4,0
JAMMU & KASHMIR,TOTAL,2009,218,632,9,990,264,82,0
JHARKHAND,BOKARO,2009,48,26,29,32,0,16,0
JHARKHAND,CHAIBASA,2009,37,9,0,17,0,8,0
JHARKHAND,CHATRA,2009,18,1,15,0,0,4,0
JHARKHAND,DEOGHAR,2009,37,2,16,7,0,17,0
JHARKHAND,DHANBAD,2009,38,25,36,53,3,19,0
JHARKHAND,DHANBAD RLY.,2009,2,1,0,2,0,0,0
JHARKHAND,DUMKA,2009,50,3,8,31,0,37,0
JHARKHAND,GARHWA,2009,32,2,14,2,0,19,2
JHARKHAND,GIRIDIH,2009,39,8,52,48,0,36,0
JHARKHAND,GODDA,2009,86,6,4,0,0,56,0
JHARKHAND,GUMLA,2009,31,8,1,4,0,14,0
JHARKHAND,HAZARIBAGH,2009,71,18,31,27,0,90,0
JHARKHAND,JAMSHEDPUR,2009,76,18,12,40,0,72,0
JHARKHAND,JAMSHEDPUR RLY.,2009,1,1,0,5,0,0,0
JHARKHAND,JAMTARA,2009,25,2,3,14,0,18,0
JHARKHAND,KODERMA,2009,6,4,7,8,0,37,0
JHARKHAND,LATEHAR,2009,12,2,3,4,0,3,0
JHARKHAND,LOHARDAGGA,2009,14,1,0,4,0,12,0
JHARKHAND,PAKUR,2009,37,1,2,3,0,5,0
JHARKHAND,PALAMU,2009,14,8,24,11,0,18,34
JHARKHAND,RANCHI,2009,55,22,9,73,0,62,0
JHARKHAND,SAHEBGANJ,2009,26,5,5,22,0,19,0
JHARKHAND,SARAIKELA,2009,26,4,3,4,0,25,0
JHARKHAND,SIMDEGA,2009,16,1,1,0,0,1,0
JHARKHAND,TOTAL,2009,797,178,275,411,3,588,36
KARNATAKA,BAGALKOT,2009,3,14,2,40,0,54,0
KARNATAKA,BANGALORE COMMR.,2009,32,61,44,151,35,227,0
KARNATAKA,BANGALORE RURAL,2009,29,20,31,104,0,94,0
KARNATAKA,BELGAUM,2009,5,12,6,56,0,109,0
KARNATAKA,BELLARY,2009,5,12,5,38,1,44,0
KARNATAKA,BIDAR,2009,8,16,8,27,2,47,0
KARNATAKA,BIJAPUR,2009,8,11,2,96,0,73,0
KARNATAKA,CHAMARAJNAGAR,2009,7,2,4,42,0,19,0
KARNATAKA,CHICKMAGALUR,2009,7,7,5,55,4,59,0
KARNATAKA,CHITRADURGA,2009,16,5,6,63,0,39,0
KARNATAKA,DAKSHIN KANNADA,2009,12,8,1,25,4,26,0
KARNATAKA,DAVANAGERE,2009,8,7,11,61,0,59,0
KARNATAKA,DHARWAD COMMR.,2009,1,6,3,8,1,10,0
KARNATAKA,DHARWAD RURAL,2009,3,3,2,13,0,4,0
KARNATAKA,GADAG,2009,1,3,2,21,0,16,0
KARNATAKA,GULBARGA,2009,23,35,7,122,0,98,0
KARNATAKA,HASSAN,2009,16,8,9,49,0,72,0
KARNATAKA,HAVERI,2009,9,0,2,28,0,25,0
KARNATAKA,K.G.F.,2009,2,7,7,9,0,13,0
KARNATAKA,KODAGU,2009,8,1,2,18,2,11,0
KARNATAKA,KOLAR,2009,16,16,28,32,0,43,0
KARNATAKA,KOPPAL,2009,8,4,6,16,0,47,0
KARNATAKA,MANDYA,2009,15,0,19,46,2,43,0
KARNATAKA,MYSORE COMMR.,2009,4,5,4,6,0,49,0
KARNATAKA,MYSORE RURAL,2009,11,4,14,79,0,53,0
KARNATAKA,RAICHUR,2009,6,7,5,57,1,67,0
KARNATAKA,RAILWAYS,2009,0,0,0,3,0,0,0
KARNATAKA,SHIMOGA,2009,11,9,5,60,2,107,0
KARNATAKA,TUMKUR,2009,15,0,16,61,1,33,0
KARNATAKA,UDUPI,2009,0,1,0,21,2,22,0
KARNATAKA,UTTAR KANNADA,2009,2,2,3,28,0,25,0
KARNATAKA,TOTAL,2009,291,286,259,1435,57,1588,0
KERALA,ALAPUZHA,2009,12,6,0,132,5,213,0
KERALA,CBCID,2009,0,0,0,0,0,3,0
KERALA,ERNAKULAM COMMR.,2009,7,8,1,64,5,79,0
KERALA,ERNAKULAM RURAL,2009,21,5,5,136,2,110,0
KERALA,IDUKKI,2009,15,9,0,101,10,111,0
KERALA,KANNUR,2009,33,2,0,92,7,193,0
KERALA,KASARGOD,2009,29,3,1,73,2,92,0
KERALA,KOLLAM,2009,55,12,3,287,24,337,0
KERALA,KOTTAYAM,2009,28,8,1,159,12,139,0
KERALA,KOZHIKODE COMMR.,2009,13,5,3,65,7,147,0
KERALA,KOZHIKODE RURAL,2009,30,7,5,96,9,241,0
KERALA,MALAPPURAM,2009,57,6,0,133,10,516,0
KERALA,PALAKKAD,2009,36,5,1,102,3,233,0
KERALA,PATHANAMTHITTA,2009,18,18,1,139,6,138,0
KERALA,RAILWAYS,2009,0,1,0,3,1,0,0
KERALA,THRISSUR,2009,41,10,2,175,10,244,0
KERALA,TRIVANDRUM COMMR.,2009,18,17,0,172,4,95,0
KERALA,TRIVANDRUM RURAL,2009,42,17,5,273,11,268,0
KERALA,WAYANADU,2009,25,3,3,58,5,63,0
KERALA,TOTAL,2009,480,142,31,2260,133,3222,0
MADHYA PRADESH,ANUPPUR,2009,28,3,4,74,7,35,0
MADHYA PRADESH,ASHOK NAGAR,2009,35,3,4,89,11,14,0
MADHYA PRADESH,BALAGHAT,2009,86,6,13,175,19,69,0
MADHYA PRADESH,BARWANI,2009,30,1,4,83,7,22,0
MADHYA PRADESH,BETUL,2009,110,15,18,125,16,76,0
MADHYA PRADESH,BHIND,2009,29,13,35,75,2,75,0
MADHYA PRADESH,BHOPAL,2009,84,38,29,251,30,152,0
MADHYA PRADESH,BHOPAL RLY.,2009,1,0,0,9,1,1,0
MADHYA PRADESH,BURHANPUR,2009,18,2,3,64,11,0,0
MADHYA PRADESH,CHHATARPUR,2009,62,14,17,160,20,55,0
MADHYA PRADESH,CHHINDWARA,2009,132,12,8,204,31,138,0
MADHYA PRADESH,DAMOH,2009,54,2,23,150,0,52,0
MADHYA PRADESH,DATIYA,2009,25,11,6,71,0,32,0
MADHYA PRADESH,DEWAS,2009,82,21,16,193,55,216,0
MADHYA PRADESH,DHAR,2009,109,29,48,154,18,112,0
MADHYA PRADESH,DINDORI,2009,34,3,1,61,4,11,0
MADHYA PRADESH,GUNA,2009,78,4,10,161,13,42,0
MADHYA PRADESH,GWALIOR,2009,58,34,31,180,9,147,0
MADHYA PRADESH,HARDA,2009,31,3,5,30,3,14,0
MADHYA PRADESH,HOSHANGABAD,2009,51,14,8,132,11,71,0
MADHYA PRADESH,INDORE,2009,97,30,35,269,69,294,0
MADHYA PRADESH,INDORE RLY.,2009,1,0,0,5,0,0,0
MADHYA PRADESH,JABALPUR,2009,102,26,42,227,113,115,0
MADHYA PRADESH,JABALPUR RLY.,2009,7,0,0,5,2,0,0
MADHYA PRADESH,JHABUA,2009,22,42,1,73,0,12,0
MADHYA PRADESH,KATNI,2009,30,3,19,130,11,67,0
MADHYA PRADESH,KHANDWA,2009,57,12,12,188,37,49,0
MADHYA PRADESH,KHARGON,2009,63,15,12,194,25,77,0
MADHYA PRADESH,MANDLA,2009,44,2,6,110,16,30,0
MADHYA PRADESH,MANDSAUR,2009,40,9,8,128,20,68,0
MADHYA PRADESH,MORENA,2009,55,11,33,89,3,62,0
MADHYA PRADESH,NARSINGHPUR,2009,42,4,18,130,10,48,0
MADHYA PRADESH,NEEMUCH,2009,23,5,4,62,10,60,0
MADHYA PRADESH,PANNA,2009,34,0,15,65,0,28,0
MADHYA PRADESH,RAISEN,2009,67,8,15,198,0,66,0
MADHYA PRADESH,RAJGARH,2009,98,14,4,193,31,126,0
MADHYA PRADESH,RATLAM,2009,71,16,5,109,30,60,0
MADHYA PRADESH,REWA,2009,52,18,39,123,3,50,0
MADHYA PRADESH,SAGAR,2009,141,23,40,338,26,161,0
MADHYA PRADESH,SATNA,2009,64,3,33,180,6,64,0
MADHYA PRADESH,SEONI,2009,74,10,17,117,11,23,0
MADHYA PRADESH,SHAHDOL,2009,47,9,8,135,0,72,0
MADHYA PRADESH,SHAJAPUR,2009,74,11,15,180,28,96,0
MADHYA PRADESH,SHEOPUR,2009,21,3,3,51,0,22,0
MADHYA PRADESH,SHIVPURI,2009,61,13,7,113,0,36,0
MADHYA PRADESH,SIDHI,2009,51,22,17,161,2,59,0
MADHYA PRADESH,SIHORE,2009,62,4,6,90,14,46,0
MADHYA PRADESH,TIKAMGARH,2009,43,5,24,133,7,37,0
MADHYA PRADESH,UJJAIN,2009,65,27,13,187,36,192,0
MADHYA PRADESH,UMARIYA,2009,30,1,6,63,8,24,0
MADHYA PRADESH,VIDISHA,2009,100,10,11,203,18,58,0
MADHYA PRADESH,TOTAL,2009,2875,584,751,6690,804,3436,0
MAHARASHTRA,AHMEDNAGAR,2009,41,13,0,73,0,277,0
MAHARASHTRA,AKOLA,2009,38,21,6,94,15,147,0
MAHARASHTRA,AMRAVATI COMMR.,2009,17,18,1,40,20,54,0
MAHARASHTRA,AMRAVATI RURAL,2009,56,19,9,127,24,104,0
MAHARASHTRA,AURANGABAD COMMR.,2009,12,14,5,21,7,132,0
MAHARASHTRA,AURANGABAD RURAL,2009,10,6,20,57,16,225,0
MAHARASHTRA,BEED,2009,24,16,4,82,13,246,0
MAHARASHTRA,BHANDARA,2009,36,16,1,66,39,52,0
MAHARASHTRA,BULDHANA,2009,39,16,18,106,33,195,0
MAHARASHTRA,CHANDRAPUR,2009,31,17,3,93,27,94,0
MAHARASHTRA,DHULE,2009,11,3,1,24,9,96,0
MAHARASHTRA,GADCHIROLI,2009,31,8,3,44,11,46,0
MAHARASHTRA,GONDIA,2009,30,19,2,85,10,54,0
MAHARASHTRA,HINGOLI,2009,13,12,1,29,11,85,0
MAHARASHTRA,JALGAON,2009,36,12,6,83,38,323,0
MAHARASHTRA,JALNA,2009,10,6,24,49,12,226,0
MAHARASHTRA,KOLHAPUR,2009,15,14,29,34,15,78,0
MAHARASHTRA,LATUR,2009,22,19,39,36,0,82,0
MAHARASHTRA,MUMBAI,2009,187,113,13,321,78,248,0
MAHARASHTRA,MUMBAI RLY.,2009,1,1,0,9,3,0,0
MAHARASHTRA,NAGPUR COMMR.,2009,41,38,9,41,52,156,0
MAHARASHTRA,NAGPUR RLY.,2009,2,0,0,5,1,0,0
MAHARASHTRA,NAGPUR RURAL,2009,48,22,8,104,44,83,0
MAHARASHTRA,NANDED,2009,31,16,16,78,12,198,0
MAHARASHTRA,NANDURBAR,2009,20,8,1,30,6,82,0
MAHARASHTRA,NASIK COMMR.,2009,15,12,4,26,15,126,0
MAHARASHTRA,NASIK RURAL,2009,33,18,11,86,43,371,0
MAHARASHTRA,NAVI MUMBAI,2009,17,14,2,33,5,51,0
MAHARASHTRA,OSMANABAD,2009,26,11,1,35,9,105,0
MAHARASHTRA,PARBHANI,2009,13,8,4,45,7,132,0
MAHARASHTRA,PUNE COMMR.,2009,63,51,0,67,98,174,0
MAHARASHTRA,PUNE RLY.,2009,0,0,0,0,1,0,0
MAHARASHTRA,PUNE RURAL,2009,31,18,10,72,13,154,0
MAHARASHTRA,RAIGAD,2009,19,6,2,50,3,47,0
MAHARASHTRA,RATNAGIRI,2009,23,5,1,40,12,44,0
MAHARASHTRA,SANGLI,2009,30,9,3,31,11,85,0
MAHARASHTRA,SATARA,2009,22,14,7,38,8,169,0
MAHARASHTRA,SINDHUDURG,2009,5,5,0,18,5,6,0
MAHARASHTRA,SOLAPUR COMMR.,2009,19,7,2,13,2,60,0
MAHARASHTRA,SOLAPUR RURAL,2009,41,10,10,55,20,124,0
MAHARASHTRA,THANE COMMR.,2009,57,46,7,87,36,190,0
MAHARASHTRA,THANE RURAL,2009,60,26,10,100,41,105,0
MAHARASHTRA,WARDHA,2009,31,25,5,104,7,70,0
MAHARASHTRA,WASHIM,2009,19,16,5,71,7,144,0
MAHARASHTRA,YAVATMAL,2009,62,39,11,129,23,206,0
MAHARASHTRA,TOTAL,2009,1388,787,314,2831,862,5646,0
MANIPUR,BISHNUPUR,2009,3,8,0,7,0,1,0
MANIPUR,CHANDEL,2009,1,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2009,0,1,0,0,0,0,0
MANIPUR,IMPHAL(EAST),2009,7,16,0,2,0,0,0
MANIPUR,IMPHAL(WEST),2009,9,26,0,19,0,0,0
MANIPUR,SENAPATI,2009,0,0,0,0,0,0,0
MANIPUR,TAMENGLONG,2009,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2009,11,20,0,2,0,1,0
MANIPUR,UKHRUL,2009,0,0,0,0,0,0,0
MANIPUR,TOTAL,2009,31,71,0,30,0,2,0
MEGHALAYA,GARO HILLS EAST,2009,0,0,0,1,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2009,1,0,0,0,0,0,0
MEGHALAYA,GARO HILLS WEST,2009,12,4,1,10,0,0,0
MEGHALAYA,JAINTIA HILLS,2009,11,1,0,5,0,0,0
MEGHALAYA,KHASI HILLS EAST,2009,17,12,1,13,0,5,0
MEGHALAYA,KHASI HILLS WEST,2009,9,0,0,3,0,0,0
MEGHALAYA,RI-BHOI,2009,4,1,0,2,0,0,0
MEGHALAYA,TOTAL,2009,54,18,2,34,0,5,0
MIZORAM,AIZAWL,2009,6,0,0,30,0,0,0
MIZORAM,CHAMPHAI,2009,3,0,0,5,0,0,0
MIZORAM,KOLASIB,2009,2,0,0,2,0,0,0
MIZORAM,LAWNGTLAI,2009,1,0,0,5,0,0,0
MIZORAM,LUNGLEI,2009,2,0,0,10,0,0,0
MIZORAM,MAMIT,2009,2,0,0,2,0,0,0
MIZORAM,SAIHA,2009,1,0,0,10,0,0,0
MIZORAM,SERCHHIP,2009,3,0,0,2,0,0,0
MIZORAM,TOTAL,2009,20,0,0,66,0,0,0
NAGALAND,DIMAPUR,2009,2,4,0,0,0,0,0
NAGALAND,KIPHIRE,2009,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2009,10,0,0,2,0,0,0
NAGALAND,MOKOKCHUNG,2009,1,0,0,0,1,0,0
NAGALAND,MON,2009,0,0,0,0,0,0,0
NAGALAND,PEREN,2009,2,0,0,0,0,0,0
NAGALAND,PHEK,2009,1,0,0,1,0,0,0
NAGALAND,TUENSANG,2009,1,0,0,0,0,0,0
NAGALAND,WOKHA,2009,0,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2009,1,0,0,0,0,0,0
NAGALAND,TOTAL,2009,18,4,0,3,1,0,0
ODISHA,ANGUL,2009,27,10,13,81,0,63,0
ODISHA,BALASORE,2009,44,31,41,129,19,28,0
ODISHA,BARAGARH,2009,22,14,8,63,11,90,0
ODISHA,BERHAMPUR,2009,16,12,6,54,0,53,0
ODISHA,BHADRAK,2009,31,17,8,63,15,70,0
ODISHA,BOLANGIR,2009,33,1,6,94,6,43,0
ODISHA,BOUDH,2009,7,4,2,41,1,19,0
ODISHA,CUTTACK,2009,45,38,50,64,4,126,0
ODISHA,DEOGARH,2009,13,3,1,37,1,17,0
ODISHA,DHENKANAL,2009,19,17,12,97,18,25,0
ODISHA,GAJAPATI,2009,5,7,0,23,4,8,0
ODISHA,GANJAM,2009,15,11,21,155,4,30,0
ODISHA,JAGATSINGHPUR,2009,19,18,14,10,2,32,0
ODISHA,JAJPUR,2009,15,21,21,25,4,64,0
ODISHA,JHARSUGUDA,2009,12,7,0,41,2,4,0
ODISHA,KALAHANDI,2009,22,7,2,33,6,20,0
ODISHA,KANDHAMAL,2009,26,12,2,67,4,42,0
ODISHA,KENDRAPARA,2009,19,7,29,9,0,10,0
ODISHA,KEONJHAR,2009,39,14,16,87,6,15,0
ODISHA,KHURDA,2009,44,42,20,49,7,64,0
ODISHA,KORAPUT,2009,40,16,1,82,2,46,0
ODISHA,MALKANGIR,2009,19,2,1,28,3,12,0
ODISHA,MAYURBHANJ,2009,84,25,21,102,0,125,0
ODISHA,NAYAGARH,2009,17,14,1,11,3,10,0
ODISHA,NOWRANGPUR,2009,16,11,0,33,4,24,0
ODISHA,NUAPADA,2009,10,6,1,22,4,10,0
ODISHA,PURI,2009,36,24,19,22,8,17,0
ODISHA,RAYAGADA,2009,19,0,0,59,2,36,0
ODISHA,ROURKELA,2009,10,8,1,56,6,39,0
ODISHA,SAMBALPUR,2009,22,10,0,57,8,25,0
ODISHA,SONEPUR,2009,5,1,0,29,3,7,0
ODISHA,SRP(CUTTACK),2009,0,3,0,3,0,1,0
ODISHA,SRP(ROURKELA),2009,2,0,0,2,0,0,0
ODISHA,SUNDARGARH,2009,17,10,2,83,13,17,0
ODISHA,TOTAL,2009,770,423,319,1811,170,1192,0
PUNJAB,AMRITSAR,2009,25,23,7,9,0,54,0
PUNJAB,BARNALA,2009,13,2,0,5,0,18,0
PUNJAB,BATALA,2009,8,5,2,5,0,14,0
PUNJAB,BHATINDA,2009,22,16,5,23,0,40,0
PUNJAB,FARIDKOT,2009,13,13,1,9,1,19,0
PUNJAB,FATEHGARH SAHIB,2009,4,4,4,10,1,14,0
PUNJAB,FEROZEPUR,2009,30,13,6,16,0,49,0
PUNJAB,G.R.P,2009,0,0,1,6,0,0,0
PUNJAB,GURDASPUR,2009,16,6,3,6,0,18,0
PUNJAB,HOSHIARPUR,2009,23,13,13,11,0,39,0
PUNJAB,JAGRAON,2009,20,18,3,11,2,14,0
PUNJAB,JALANDHAR,2009,31,39,14,26,0,109,0
PUNJAB,KAPURTHALA,2009,12,8,5,2,0,32,0
PUNJAB,KHANNA,2009,8,7,4,5,0,10,0
PUNJAB,LUDHIANA,2009,48,46,5,33,23,104,0
PUNJAB,MAJITHA,2009,14,14,4,6,0,13,0
